name,sys_utterance,user_utterance,UI3average,UI3average_diff,
1902F4010_090, 貴重な体験をされましたね・・,今思えばと思います,4.8,-0.4,
1902F4010_091, すごい！,はい大変でした,3.4,-1.4,
1902F4010_092, 今までの体験の中で、そのほか、楽しかったことはありますか？,楽しかったことですかねまいろいろ海外旅行にも行けたことは楽しかったかと思います,5,1.6,
1902F4010_093, 具体的には何ですか？,具体的にはいろいろあるのですが個人的には行けないような海外旅行も会社で怒っていただいたりそういうことはとても貴重な体験だったと思います,5.2,0.2,
1902F4010_094, 貴重な体験をされましたね・・,＊,4.8,-0.4,
1902F4010_095, ありがとうございました・・,いえいえ,4.4,-0.4,
1902F4011_008, 甘いものと、からいものどちらがお好きですか？,甘いものが大好きで,5.4,1,
1902F4011_009, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコもケーキも大好きだなチョコは毎日食べるかな,5.6,0.199999999999999,
1902F4011_010, そうですか、とても美味しそうですね・・,＊,4.8,-0.8,
1902F4011_011, 普段はどこでスイーツを買いますか？,スーパーウインナー,5,0.2,
1902F4011_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,千松島デパ地下ね梅田行った時においしいのいっぱいあるからついつい買っちゃうかな,6.2,1.2,
1902F4011_013, 具体的にはどういったものですか？,なんだろうケーキとかパンとかでもあまり綺麗なやつクリームって誰に買っちゃおうかな,5,-1.2,
1902F4011_014, その中でもおすすめのスイーツはありますか？,不可能だシェイクが美味しいよずんだシェイク大丸の所のシェイクは疲れた時によってちょっと飲んでくるかな休憩が出る,6,1,
1902F4011_019, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,＊,4,-1.2,
1902F4011_020, ありがとうございました・・,＊,3.8,-0.2,
1902F4011_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,半分半分かなあれは家でゆっくりするかな,4.2,0.2,
1902F4011_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,テレビを見るけど家の片付けをしながらテレビ見たりするかな,4.4,0.2,
1902F4011_026, さいきんドラマは見ましたか？,ドラマは見ましたよ,4.8,1.2,
1902F4011_027, 具体的に教えてもらっていいですか？,連続ドラマ小説まんぷく今日も見たよ,5.4,0.600000000000001,
1902F4011_028, そのドラマはどんな内容なんですか？,インスタントラーメンを作るなしカップラーメンのところ,5,-0.4,
1902F4011_029, そのドラマのどういったところが好きなんですか？,どうやってみんなとラーメンができたのかなと思いながら,4,-1,
1902F4011_030, そうなんですね．新しい知識が増えました！ありがとうございます！,＊,4.6,0.6,
1902F4011_031, 健康番組、とかトーク番組とか見られますか？,番組見るよ,5.8,1.2,
1902F4011_032, 具体的には何ですか？,なんか腰痛とか膝の痛みとか撮ったり録画したりどうなんだろう入れといたらいいなと思ってみるかな,6,0.2,
1902F4011_033, なるほど、そうなんですね・・,＊,4,-2,
1902F4011_034, そういった番組も面白いですよね。,今度なりますよ,4.6,0.6,
1902F4011_035, ありがとうございます。,＊,4.2,-0.4,
1902F4011_036, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,協力してくれるかな,4.6,0.4,
1902F4011_037, それは大変ですよね。,でもお願いする時に出かける時とか行けない時の鐘,4.2,-0.4,
1902F4011_038, そうなんですね。,＊,3.8,-0.4,
1902F4011_039, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,欲しいと思って一時期すごい調べたりしたけどなかなか家はもう物でいっぱいなんでなかなかで障害物があったら使いづらいかなと思って小型の掃除機を買ったかな気軽にできるような,4.6,0.8,
1902F4011_040, そうなんですか．それでは一度独自で調べてみたいと思います．,＊,3.4,-1.2,
1902F4011_042, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,久我かのん,3.8,0,
1902F4011_043, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,おすすめはなんだろう最近はまってるのが劇団四季のリトルマーメイドの歌を流してるかな,5.4,1.6,
1902F4011_044, たのしそうですね。,＊,5,-0.4,
1902F4011_045, そのきょくのどういうところが好きなんですか？,そうなんかね若い子が海から高知城に行きたいって言うかこういう夢がある若い子が小夢を持ってる感じがすごい元気が出る元気もらえる歌,5.6,0.6,
1902F4011_046, 素敵な趣味ですね。,＊,4.8,-0.8,
1902F4011_047, カラオケは好きですか？,カラオケなうさっきも言ったよ歌うけどたまに9月2日の2月ではないけど行ったのかな,4.6,-0.2,
1902F4011_048, カラオケでよくなにをうたうのですか？,別に決まってはないけどお菓子の懐かしいアイドルなのか懐かしいなと思って歌ったりするかな,4.6,0,
1902F4011_049, おすすめの歌手やきょくってありますか？,おすすめの歌手の曲今でも浮かんだのは中森明菜の少女 A,5,0.4,
1902F4011_050, なるほど。,＊,3.8,-1.2,
1902F4011_051, そうなんですね。,＊,4,0.2,
1902F4011_052, とても楽しそうですね。,＊,4,0,
1902F4011_053, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,リラックスする曲思い浮かばないけどねくれた全部の曲無理はしないかなという曲を,2.6,-1.4,
1902F4011_054, そうなんですね。,＊,3.6,1,
1902F4011_055, ありがとうございます。,＊,3.8,0.2,
1902F4011_056, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,SNS SNS って何 LINE とかそういうやつかな,3.2,-0.6,
1902F4011_057, はい、そうです。,LINE ますよ,3.8,0.6,
1902F4011_058, 具体的になんのために利用していますか？,物の形と連絡をとるかなとかと連絡とるよ,4,0.2,
1902F4011_059, なるほど、そういうふうに利用されているのですね。,＊,4,0,
1902F4011_060, おすすめの便利なきのうとかはありますか？,でもそれまでも写真撮って送れるのは見たらすぐ分かるからいいよね,4.4,0.4,
1902F4011_061, なるほど、勉強になります・・,＊,3.8,-0.600000000000001,
1902F4011_062, ショッピングで「アマゾン」などはよく利用しますか？,よくじゃないけどたまに利用するかな,3.8,0,
1902F4011_063, 具体的にどういったものを買いますか？,日本の最近買ったのは掃除機の紙パックをまとめ買いした後スポーツ用品とか店で並んでるより安かったりするから取り寄せたりするから,4.4,0.600000000000001,
1902F4011_064, なるほど。,＊,4,-0.4,
1902F4011_065, そうですか，いいものが見つかるといいですね．,＊,3.6,-0.4,
1902F4011_068, さいきん旅行には行きましたか？,となると言ったから行ってないね白い花,2.8,-1.2,
1902F4011_069, 今までいった「旅行」で特におすすめの場所はありますか？,何の場所が良かった湯布院九州の湯布院熊本か,5.2,2.4,
1902F4011_070, 「温泉」などリフレッシュするためにいきますか？,最近は行かないけど昔はよく行ってたかな,4.4,-0.8,
1902F4011_071, なるほど、それはリラックスできますね。,＊,4.8,0.4,
1902F4011_072, その旅先で何が一番楽しかったですか？,音声を転々どこを回って昨日こういうやつに入ったらスタンプを押してくれるんであれば色んな自然が見える温泉とかあって川辺とか景色が良かったねすごいよかったかな水とは違う温泉に変えて,5.4,0.600000000000001,
1902F4011_073, なるほど、それは面白そうですね。,＊,5.2,-0.2,
1902F4011_074, その旅先で美味しい食べ物はたべましたか・・,食べ物豆腐湯通しコンテナどこでも湯豆腐料理を,5.4,0.2,
1902F4011_075, それは、美味しそうですね。,朝0時からだよ,4.6,-0.800000000000001,
1902F4011_076, なるほど、そうなんですね。,＊,4,-0.6,
1902F4011_077, 貴重な体験談をありがとうございました。,＊,4,0,
1902F6001_006, なるほど、そうなんですね。,＊,4,-1,
1902F6001_010, 甘いものと、からいものどちらがお好きですか？,＊,5.4,1.4,
1902F6001_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,今でも会うことは何でもいただきます綺麗だよ,5.8,0.4,
1902F6001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,後は行きませんね今は,3.8,-2,
1902F6001_013, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,私もさっき好きですよさっきは自分で炊いて食べますよ,5.6,1.8,
1902F6001_014, なるほど、そうなんですね。,＊,4.2,-1.4,
1902F6001_015, もう少し詳しく教えていただいていいですか。,あなたの17で寝たくんですけどすぐ出来ますしいっぱいなので冷凍してます,5.2,1,
1902F6001_016, なるほど、勉強になります・・,＊,4,-1.2,
1902F6001_017, からい食べものとはどんな食べものが好きですか？,キムチでも韓国系でも何でも好きです,5.2,1.2,
1902F6001_019, それは「最近」食べられたんですか？,よく作りますよ家でも韓国料理は,5.2,1.4,
1902F6001_020, なるほど、それは美味しそうですね・・,＊,4,-1.2,
1902F6001_021, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,明日なら食べますよ今ちょっとダイエット中で鍛えてるんですけど多分それでも雨でも,5.8,1.8,
1902F6001_022, どこで食べられたんですか・・,お家で食べますよお家で飲んで飲んで食べます,5.2,-0.6,
1902F6001_023, そうですか、とても美味しそうですね・・,＊,3.8,-1.4,
1902F6001_025, 休日は家で過ごすほうが多いですか？外出することが多いですか？,今は仕事してないのでずっと家にいますだから毎日を見てますよ,5.2,1.2,
1902F6001_026, そとで過ごすときはスポーツをしたりしますか・・,スポーツマンから来ますよ体操2週まで,5.6,0.4,
1902F6001_027, どんなスポーツをされますか？,眠たいけど行くから案内しますよ11だけど,5.4,-0.199999999999999,
1902F6001_028, 健康のため、とか、リフレッシュするため、とかですか？,そうですね敬語のためストレス解消です,5.6,0.199999999999999,
1902F6001_029, なるほど、健康的で、ステキですね・・,＊,4,-1.6,
1902F6001_030, 健康のために、気をつけていることはありますか？,健康のために毎日30分以上歩くようにしてもそれぐらいかな今は,4.2,0.2,
1902F6001_031, ありがとうございます。参考にさせていただきます。,参考にはならない,3.6,-0.6,
1902F6001_032, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,知ってますよ,5.2,1.6,
1902F6001_033, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,それに慣れてもいいけどね東京は遠いですわ,4,-1.2,
1902F6001_034, オリンピックは今までに見たことはありますか？,テレビで見ますけど会場は行ったことないです,4.6,0.6,
1902F6001_035, いいですね。テレビ観戦も楽しそうですね！,＊,5.2,0.600000000000001,
1902F6001_036, そうですか。そのスポーツはテレビで鑑賞はされますか・・,大体同じ温度でも,4.4,-0.8,
1902F6001_037, なるほど。,＊,4,-0.4,
1902F6001_038, ありがとうございます。,＊,4,0,
1902F6001_040, さいきんドラマは見ましたか？,最近暖かくなるほど好きだったんだけど今は見てないけど,4.4,0.4,
1902F6001_041, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,韓国ドラマだったら時代劇チャンネルたかねいましたよ,5.2,0.8,
1902F6001_042, もう少し詳しく教えていただいていいですか。,後で見たんだろう遺産とかね彼女はたくさんいましたよ韓国も行きましたよ撮影しようね,5,-0.2,
1902F6001_044, なるほど、そうなんですね。,＊,3.6,1.2,
1902F6001_046, 旅行はどこに行ったことがありますか？,妙高はね最近までは何かないので去年フジさんの所に行ってきました見てきました,5.2,1.2,
1902F6001_047, 今までいった「旅行」で特におすすめの場所はありますか？,それで国を開国言ったらやっぱり4が一番だと思うしね,3.4,-1.8,
1902F6001_048, 「温泉」などリフレッシュするためにいきますか？,音声できますよ友達とスーパー戦隊,5.6,2.2,
1902F6001_049, なるほど、それはリラックスできますね。,＊,4,-1.6,
1902F6001_051, その旅先で美味しい食べ物はたべましたか・・,食べたところ北海道の病院ですねやっぱり,5.2,0.600000000000001,
1902F6001_052, 具体的には教えてもらえますか？,彼らはやっぱり蟹とかありがとね,5.4,0.2,
1902F6001_053, その旅先で何が一番楽しかったですか？,それをトマトキャベツの一番いいかなゆっくり,5.2,-0.2,
1902F6001_054, ほかには何か面白いことはありましたか？,面白いことはないまま頑張りたいですね,2.8,-2.4,
1902F6001_055, 貴重な体験談をありがとうございました。,＊,4.2,1.4,
1902F6001_057, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,そうね最近はあまり聞いてないので私のような雲そしたら昔のカーペンターズのが好きですねありがと聞きます,4.4,0.600000000000001,
1902F6001_058, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,あまり覚えてないですけどねカーペンターズとか雨とか好きでしたね,5.2,0.8,
1902F6001_059, その歌手のどういうところが好きなんですか？,難しいなあもう聞いていいかな,3.2,-2,
1902F6001_060, そうですか、なかなかですね。,＊,3.6,0.4,
1902F6001_061, カラオケは好きですか？,カラオケ行きますよ,5.6,2,
1902F6001_062, カラオケで歌ったりするのですか？,だから昔の歌だけど,5.2,-0.4,
1902F6001_063, おすすめの曲はありますか？,おすすめは私達の昔の歌しか歌わないので,4,-1.2,
1902F6001_064, カラオケでよくなにをうたうのですか？,もう寝たいものですね若い子に笑われそうなんだが降ってます,4.4,0.4,
1902F6001_065, とても楽しそうですね。,＊,3.8,-0.600000000000001,
1902F6001_067, なるほど、そうなんですね。,＊,3.6,0.6,
1902F6001_069, 最近見た映画はありますか？,最近眠いのもずっといてナイス行く暇がないみたいのはなくて,3.2,-0.8,
1902F6001_070, そうですか，では一度独自で調べてみますね！,＊,3.6,0.4,
1902F6001_071, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,しないで私はガラケーなって,2.8,-0.8,
1902F6001_072, そうなんですか．私も独自に調べてみますね．,＊,3.8,1,
1902F6001_074, 学生時代、たいへんだった体験はありますか？,店内ではない古すぎて覚えてないんだけどまぁ前に2年通うのが大変でした遠かったから中学校小学校,3,-1,
1902F6001_075, その時、どんなことをしたのですか？,何か選んだけど結構遠くて大変でした,3.2,0.2,
1902F6001_076, なるほど、そうなんですね。,＊,3.8,0.6,
1902F6001_077, 今までの体験の中で、そのほか、楽しかったことはありますか？,楽しかったのではそんなに楽しいお友達とおしゃべりすることもなく楽しいのは卒業して何十年もなるから忘れちゃった,3.6,-0.2,
1902F6001_078, それは楽しい時間でしたね！,＊,3.8,0.2,
1902F6001_079, 貴重な体験談をありがとうございました・・,＊,3.8,0,
1902F6001_081, ありがとうございます。,＊,4,-1.4,
1902F6001_084, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,関内からそういうのはまだ,3.2,-0.6,
1902F6001_085, なるほど。,＊,4,0.8,
1902F6001_086, ありがとうございました・・,＊,4,0,
1902F6002_008, 甘いものと、からいものどちらがお好きですか？,断然可愛いものが好きです,5.6,1,
1902F6002_009, からい食べものとはどんな食べものが好きですか？,掃除とか柚子胡椒の効いた料理,5.6,0,
1902F6002_010, 具体的に教えてもらっていいですか？,ラーメンやくみに向かいたいとトマトソース煮込み何かも,5.8,0.2,
1902F6002_011, それは「最近」食べられたんですか？,＊,6,0.2,
1902F6002_012, なるほど、それは美味しそうですね・・,＊,5.2,-0.8,
1902F6002_013, ありがとうございます。,＊,4.2,-1,
1902F6002_014, お友達とランチに行ったりしますか？,近くのカフェとかちょっとしたお料理屋さんとかに,5.4,1.2,
1902F6002_015, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,情報交換ができたり楽しいですね,5.4,0,
1902F6002_016, ありがとうございました・・,＊,4.4,-1,
1902F6002_020, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,家族はあまり協力してくれないのでほとんど私がしています,4.4,-0.8,
1902F6002_021, それは大変ですよね。,キモいよね,4.4,0,
1902F6002_022, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,＊,4.6,0.199999999999999,
1902F6002_023, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,少ないので家事にかけられる時間があるので,3.8,-0.8,
1902F6002_024, なるほど、そうなんですね。,＊,4.2,0.4,
1902F6002_025, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,＊,5.4,1.2,
1902F6002_026, そとで過ごすときはスポーツをしたりしますか・・,お外で乾かすことはありませんけれども健康のために大人のバレエを習ってますよ,5.4,0,
1902F6002_027, 健康のため、とか、リフレッシュするため、とかですか？,そうですね他にも綺麗な音楽を聴きながらそれに合わせて体を動かすので,6,0.6,
1902F6002_028, なるほど、健康的で、ステキですね・・,＊,4.8,-1.2,
1902F6002_029, 健康のために、気をつけていることはありますか？,できるだけ車や電車を使わないで夕飯のところははやしだ,5.2,0.4,
1902F6002_030, まだまだ寒いので、体を動かして温まりたいですよね。,色んなお花近所の,5.6,0.4,
1902F6002_031, なるほど、面白そうですね！,＊,4.2,-1.4,
1902F6002_032, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.6,0.4,
1902F6002_033, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,そうですよねチケット取るの大変かもわからないけれども見てみたいですよねパラリンピック,5.2,0.600000000000001,
1902F6002_034, 競技はなにをご覧になりますか？,見るのも大好きです自分が苦手なんですけれども見るのも大好き,5.2,0,
1902F6002_035, そうですか。テレビでの観戦はなされるんですか？,そうですね小さい頃から夜勤では子供がいるので,5.4,0.2,
1902F6002_036, いいですね。テレビ観戦も楽しそうですね！,＊,5,-0.4,
1902F6002_038, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,＊,5,0.8,
1902F6002_039, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,曲はそしてピアノ協奏曲のあたりかな,5.8,0.8,
1902F6002_040, なるほど、よくご存じですね・・,＊,4.2,-1.6,
1902F6002_041, そのきょくのどういうところが好きなんですか？,メロディーが美しいゆったりした曲調で心も体も癒される,5.6,1.4,
1902F6002_042, 素敵な趣味ですね。,西村されてるものは豊かな人生を豊かにしてくれるのかな,5.4,-0.199999999999999,
1902F6002_043, がっきは何を演奏するのですか。,若い時はフルートを習っていました,5.6,0.199999999999999,
1902F6002_044, すごいですね。一度聞かせていただけるとうれしいです。,全然してないので音が出るかどうかも,6,0.4,
1902F6002_045, なるほど。,＊,4,-2,
1902F6002_046, コンサートとかには行きますか？,全然行ってませんしたいと思います,4.4,0.4,
1902F6002_047, なまで演奏をきくと、迫力があって、感動するみたいですね！,倉敷肉だけじゃなくてどのジャンルの音楽も対応が一番だと思います,5,0.6,
1902F6002_048, わたしも実際に、演奏をきいてみたいものです。,＊,4.8,-0.2,
1902F6002_049, ありがとうございました・・,＊,4,-0.8,
1902F6002_052, さいきん旅行には行きましたか？,全然行ってません,3.2,-0.8,
1902F6002_053, 旅行はどこに行ったことがありますか？,そうですねーニューカレドニアとか,5,1.8,
1902F6002_054, 楽しそうですね！,＊,4.6,-0.4,
1902F6002_055, 今までいった「旅行」で特におすすめの場所はありますか？,北海道良かったですよ,5.2,0.600000000000001,
1902F6002_056, その旅先で何が一番楽しかったですか？,スキーをしたんですけれども雪が全然違いますよ,5.8,0.6,
1902F6002_057, ほかには何か面白いことはありましたか？,食べるものはどれも美味しかったよ,5.6,-0.2,
1902F6002_058, その旅先で美味しい食べ物はたべましたか・・,お寿司をいただきました,5.2,-0.4,
1902F6002_059, 具体的には教えてもらえますか？,なんだろう,5.8,0.6,
1902F6002_060, それは、美味しそうですね。,＊,5,-0.8,
1902F6002_061, 「温泉」などリフレッシュするためにいきますか？,有馬温泉が近いので何度か行ったことがあります思い立ったらすぐ行けるので疲れている,5.4,0.4,
1902F6002_062, なるほど、それはリラックスできますね。,＊,4.4,-1,
1902F6002_063, 貴重な体験談をありがとうございました。,＊,4.6,0.199999999999999,
1902F6002_065, 運動会や、学芸会などのイベントで面白かった体験はありますか？,文化祭には,4.2,0.4,
1902F6002_066, 具体的に教えてもらっていいですか？,Bluetooth の頃習っていたのでお友達ピアノ伴奏をしてもらって,5,0.8,
1902F6002_067, それはご活躍されたんですね・・,＊,5,0,
1902F6002_068, ほかにエピソードはありますか？,カバー LINE さんも楽しかったです,4.4,-0.6,
1902F6002_069, その時、どんなことをしたのですか？,男の子とペアになって私は足を持ってだからその男に戻って,4.8,0.4,
1902F6002_070, それは楽しい時間でしたね！,＊,5,0.2,
1902F6002_071, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,もう子供は卒業してしまったので今は行ってませんがあります,4.2,-0.8,
1902F6002_072, 具体的にはどういったものですか？,クラスの insert 借りないってつまりを計画したりするんですけれども犬の力を合わせている友達になったり情報化ができたり卒業してからもずっと仲良しでいている人もいますよ,4.8,0.6,
1902F6002_073, 貴重な体験をされましたね・・,＊,4.6,-0.2,
1902F6002_074, ほかにたいへんだったことはありますか？,たことは特になかったです,3.6,-1,
1902F6002_075, なるほど。,＊,4,0.4,
1902F6002_076, 貴重な体験談をありがとうございました・・,＊,4.2,0.2,
1902F6002_079, 楽しそうですね！,＊,5.2,0.4,
1902F7001_009, 甘いものと、からいものどちらがお好きですか？,どちらも好きです,5,1,
1902F7001_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコレー,5,0,
1902F7001_011, なるほど、そうなんですね。,＊,4.2,-0.8,
1902F7001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,あまり揺れないで,3.4,-0.8,
1902F7001_013, 普段はどこでスイーツを買いますか？,コンビニとかそういうとこですかね,4.4,1,
1902F7001_014, その中でもおすすめのスイーツはありますか？,あまり覚えてないですあまり食べないので,3,-1.4,
1902F7001_015, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,またそれ一度行っていただきたいと思いますね,4.2,1.2,
1902F7001_016, からい食べものとはどんな食べものが好きですか？,最近は好きな問題ないですねあまり甘いもの食べられなくなりました,2.8,-1.4,
1902F7001_017, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,おつまみもあまり食べないです,3.8,1,
1902F7001_018, なるほど、そうなんですね。,＊,3.6,-0.2,
1902F7001_020, 休日は家で過ごすほうが多いですか？外出することが多いですか？,糖質の多いですね,4.8,0.8,
1902F7001_021, そとで過ごすときはスポーツをしたりしますか・・,3ぐらいですかね,4.4,-0.4,
1902F7001_022, もう少し詳しく教えていただいていいですか。,＊,3.8,-0.600000000000001,
1902F7001_023, 具体的にはどういったものですか？,一万歩歩くとかそれぐらいを目指して歩いてますけどただ歩くだけです,4.4,0.600000000000001,
1902F7001_024, なるほど、そうなんですね。,＊,4,-0.4,
1902F7001_025, 健康のために、気をつけていることはありますか？,体を動かすことですね体操したりとか,5.4,1.4,
1902F7001_026, 健康のため、とか、リフレッシュするため、とかですか？,そうですね昔は飲んでもやってましたけど今はやめてます,5.2,-0.2,
1902F7001_027, なるほど、そうなんですね。,＊,4,-1.2,
1902F7001_028, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,入ってます,4.6,0.6,
1902F7001_029, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,行ってみたいですけども,5,0.4,
1902F7001_030, オリンピックは今までに見たことはありますか？,ありません,3.2,-1.8,
1902F7001_033, 具体的には何ですか？,10が好きでね,5.6,0.8,
1902F7001_034, もう少し詳しく教えていただいていいですか。,あまりわからないんですけどもう何しろ柔道が好きです,5.2,-0.4,
1902F7001_035, なるほど。,＊,4,-1.2,
1902F7001_036, ありがとうございます。,＊,4,0,
1902F7001_039, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,買い物行くなら,4.8,0.8,
1902F7001_040, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,別にありません,3,-1.8,
1902F7001_041, カラオケは好きですか？,好きです,5.6,2.6,
1902F7001_042, カラオケでよくなにをうたうのですか？,すればいいですか,5.2,-0.4,
1902F7001_043, おすすめの曲はありますか？,別にないね,3,-2.2,
1902F7001_044, とても楽しそうですね。,そうですか毎日楽しく暮らしています,5.4,2.4,
1902F7001_045, なるほど、そうなんですね。,＊,4.2,-1.2,
1902F7001_051, さいきんドラマは見ましたか？,＊,3,-1,
1902F7001_052, さいきんドラマは見ましたか？,見てないですかねケンコーテレビって言うかそういうの見てますけど,3.8,0.8,
1902F7001_053, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,一番好きなドラマあまり覚えてないですあまり印象に残るような感じもありませんでしたので見てるのは見てるんですけど,3,-0.8,
1902F7001_054, なるほど、そうなんですね。,＊,3.8,0.8,
1902F7001_055, 最近見た映画はありますか？,ジンジャーエール洗剤,2.8,-1,
1902F7001_056, なるほど、そうなんですね。,＊,4,1.2,
1902F7001_058, さいきん旅行には行きましたか？,言ってないです,2.8,-1.2,
1902F7001_059, 今までいった「旅行」で特におすすめの場所はありますか？,＊,5,2.2,
1902F7001_060, その旅先で何が一番楽しかったですか？,野球を見たのが楽しかったですね,5.4,0.4,
1902F7001_061, その旅先で美味しい食べ物はたべましたか・・,あまり覚えてないです食べたもの食べたのですけどもあまり覚えてないです,3,-2.4,
1902F7001_062, なるほど、そうなんですね。,＊,3.8,0.8,
1902F7001_063, 「温泉」などリフレッシュするためにいきますか？,どこですか,3,-0.8,
1902F7001_064, 「温泉」などリフレッシュするためにいきますか？,行きません,1.6,-1.4,
1902F7001_065, そうなんですね。,＊,3,1.4,
1902F7001_066, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,全然疲れてません利用することがあまりないんです,2.4,-0.6,
1902F7001_067, そうなんですね。,＊,3.8,1.4,
1902F7001_068, ショッピングで「アマゾン」などはよく利用しますか？,しないです,2.4,-1.4,
1902F7001_069, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,ないです,2.4,0,
1902F7001_070, そうなんですね。,＊,3.6,1.2,
1902F7001_071, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,思えません使ったことないでしょ,1.6,-2,
1902F7001_072, 一度ネットワークにつなぐと、あとはラクなようですよ。,そうですか,2.4,0.8,
1902F7001_073, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,ルンバも使ったことないです,1.6,-0.8,
1902F7001_074, そうなんですね。,＊,3.2,1.6,
1902F7001_075, ありがとうございました・・,＊,4,0.8,
1902F7002_008, 甘いものと、からいものどちらがお好きですか？,甘いものですね,5,1,
1902F7002_009, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコレートと危ないです,5.6,0.6,
1902F7002_010, 普段はどこでスイーツを買いますか？,近くのスーパー,5.2,-0.4,
1902F7002_011, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,ほとんど私は行きません娘が買ってきます,5,-0.2,
1902F7002_012, 最近はまっている食べ物はありますか・・,はまっている食べ物何でも食べますから後分かりません,3.6,-1.4,
1902F7002_013, そうなんですね。,＊,4,0.4,
1902F7002_014, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,私もご飯が好きですよく食べます,5.8,1.8,
1902F7002_015, おばあちゃんがよく家で出してくれていたと言っていました。,おばさんですけど今使います作りません,5.2,-0.6,
1902F7002_016, そうなんですね。,＊,4.2,-1,
1902F7002_017, お友達とランチに行ったりしますか？,行きます行きます,5.8,1.6,
1902F7002_018, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,そうですね,5,-0.8,
1902F7002_019, どんなところに行きますか？和食ですか洋食ですか？,足木が多いですね,5,0,
1902F7002_020, なるほど、それは美味しそうですね・・,＊,5.2,0.2,
1902F7002_022, 休日は家で過ごすほうが多いですか？外出することが多いですか？,外出することが多いです,5.2,1,
1902F7002_023, そとで過ごすときはスポーツをしたりしますか・・,島津ゴルフとかグランドゴルフとか色々してます,5.8,0.6,
1902F7002_024, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,近くの小学校です,5.2,-0.6,
1902F7002_025, 健康のため、とか、リフレッシュするため、とかですか？,それもありますね,4.8,-0.4,
